0.3 0.0152643445272  0.0152498139669
0.4 0.0135105500267  0.0135128559565
0.5 0.0123643492096  0.0123682487788
0.6 0.0115183942916  0.0115233808489
0.7 0.0108535360379  0.0108598080329
0.8 0.0103099921621  0.0103177957021
0.9 0.00985356308233  0.00986309589098
1.0 0.00946285575793  0.00947428145527
1.1 0.00912357299073  0.00913702471179
1.2 0.00882566521619  0.00884124794378
1.3 0.00856178138805  0.00857958597204
1.4 0.00832637075406  0.00834647672487
1.5 0.00811513063026  0.00813760916402
1.6 0.00792465376171  0.00794953729878
1.7 0.00775219370124  0.0077794670268
1.8 0.00759550358101  0.00762511630516
1.9 0.00745272144749  0.0074846317675
2.0 0.00732228915271  0.00735646959411
2.2 0.00709340305871  0.00713203272651
2.4 0.00690045346695  0.00694332812129
2.6 0.00673721045511  0.00678394222959
2.8 0.00659895781408  0.00664898505231
3.0 0.00648206583037  0.00653464368271

