0.3 0.0084809135879  0.00849695139667
0.4 0.00722535157122  0.00722867644202
0.5 0.0064446073362  0.00644839320894
0.6 0.00589101351221  0.0058951479459
0.7 0.00547105229217  0.00547574052466
0.8 0.00513802077343  0.00514345090705
0.9 0.00486542977296  0.00487174166912
1.0 0.00463697034138  0.00464427980388
1.1 0.00444198080579  0.00445038025299
1.2 0.00427315698184  0.00428272152141
1.3 0.00412530052735  0.00413609174317
1.4 0.00399459321509  0.00400666200312
1.5 0.00387815330589  0.00389153541291
1.6 0.00377375561706  0.00378845601891
1.7 0.00367964789223  0.00369563602949
1.8 0.00359442624161  0.00361167675452
1.9 0.00351694929897  0.00353543802263
2.0 0.00344627777326  0.00346599303234
2.2 0.00332234866173  0.00334447174229
2.4 0.0032177408366  0.00324219571343
2.6 0.0031288941964  0.00315555640868
2.8 0.00305315532761  0.00308183906895
3.0 0.0029885078803  0.00301892405585

