660.0 	  4.366182277611e-02    0.000000000000e+00
670.0 	  3.085142009083e-02    0.000000000000e+00
680.0 	  2.217428384526e-02    0.000000000000e+00
690.0 	  1.620676135316e-02    0.000000000000e+00
700.0 	  1.204390611213e-02    0.000000000000e+00
710.0 	  9.101166826955e-03    0.000000000000e+00
720.0 	  6.995141112777e-03    0.000000000000e+00
730.0 	  5.470706192278e-03    0.000000000000e+00
740.0 	  4.355786205943e-03    0.000000000000e+00
750.0 	  3.532842033165e-03    0.000000000000e+00
760.0 	  2.920633694871e-03    0.000000000000e+00
770.0 	  2.462388314284e-03    0.000000000000e+00
780.0 	  2.118020458297e-03    0.000000000000e+00
790.0 	  1.858950936696e-03    0.000000000000e+00
800.0 	  1.664612017499e-03    0.000000000000e+00
810.0 	  1.520058572506e-03    0.000000000000e+00
820.0 	  1.414310493916e-03    0.000000000000e+00
830.0 	  1.339181476859e-03    0.000000000000e+00
840.0 	  1.288432793135e-03    0.000000000000e+00
850.0 	  1.257146331062e-03    0.000000000000e+00
860.0 	  1.241250346237e-03    0.000000000000e+00
870.0 	  1.237161299650e-03    0.000000000000e+00
880.0 	  1.241530158322e-03    0.000000000000e+00
890.0 	  1.251099863777e-03    0.000000000000e+00
900.0 	  1.262675957113e-03    0.000000000000e+00
910.0 	  1.273157449147e-03    0.000000000000e+00
920.0 	  1.279498878699e-03    0.000000000000e+00
930.0 	  1.278551079178e-03    0.000000000000e+00
940.0 	  1.267048047892e-03    0.000000000000e+00
950.0 	  1.242110607109e-03    0.000000000000e+00
975.0 	  1.115094553300e-03    0.000000000000e+00
1000.0 	  9.222386841173e-04    0.000000000000e+00
1025.0 	  7.195018585242e-04    0.000000000000e+00
1050.0 	  5.448186048049e-04    0.000000000000e+00
1075.0 	  4.087903117987e-04    0.000000000000e+00
1100.0 	  3.074369431630e-04    0.000000000000e+00
1125.0 	  2.327480241755e-04    0.000000000000e+00
1150.0 	  1.773177692528e-04    0.000000000000e+00
1175.0 	  1.356018531827e-04    0.000000000000e+00
1200.0 	  1.038145967145e-04    0.000000000000e+00
1250.0 	  6.069987684158e-05    0.000000000000e+00
1300.0 	  3.533486994252e-05    0.000000000000e+00
