660.0 	  4.613885560140e-02    0.000000000000e+00
670.0 	  3.283171147789e-02    0.000000000000e+00
680.0 	  2.378895534548e-02    0.000000000000e+00
690.0 	  1.755315007006e-02    0.000000000000e+00
700.0 	  1.319425764652e-02    0.000000000000e+00
710.0 	  1.010920276087e-02    0.000000000000e+00
720.0 	  7.901006872162e-03    0.000000000000e+00
730.0 	  6.304675991335e-03    0.000000000000e+00
740.0 	  5.141011900271e-03    0.000000000000e+00
750.0 	  4.287373719142e-03    0.000000000000e+00
760.0 	  3.658894730674e-03    0.000000000000e+00
770.0 	  3.196246289615e-03    0.000000000000e+00
780.0 	  2.857557790004e-03    0.000000000000e+00
790.0 	  2.613005716166e-03    0.000000000000e+00
800.0 	  2.441132456903e-03    0.000000000000e+00
810.0 	  2.326292280844e-03    0.000000000000e+00
820.0 	  2.256832472110e-03    0.000000000000e+00
830.0 	  2.223752356729e-03    0.000000000000e+00
840.0 	  2.219673243036e-03    0.000000000000e+00
850.0 	  2.238021225451e-03    0.000000000000e+00
860.0 	  2.272395908198e-03    0.000000000000e+00
870.0 	  2.316188526416e-03    0.000000000000e+00
880.0 	  2.362578487720e-03    0.000000000000e+00
890.0 	  2.404896692360e-03    0.000000000000e+00
900.0 	  2.436886939910e-03    0.000000000000e+00
910.0 	  2.452286302512e-03    0.000000000000e+00
920.0 	  2.444327045023e-03    0.000000000000e+00
930.0 	  2.406662175726e-03    0.000000000000e+00
940.0 	  2.335576207871e-03    0.000000000000e+00
950.0 	  2.231661899423e-03    0.000000000000e+00
975.0 	  1.867375271469e-03    0.000000000000e+00
1000.0 	  1.457643064783e-03    0.000000000000e+00
1025.0 	  1.097063602536e-03    0.000000000000e+00
1050.0 	  8.161257655663e-04    0.000000000000e+00
1075.0 	  6.083776811026e-04    0.000000000000e+00
1100.0 	  4.566903970274e-04    0.000000000000e+00
1125.0 	  3.450085559966e-04    0.000000000000e+00
1150.0 	  2.614985880992e-04    0.000000000000e+00
1175.0 	  1.982750003085e-04    0.000000000000e+00
1200.0 	  1.501721484864e-04    0.000000000000e+00
1250.0 	  8.592703473541e-05    0.000000000000e+00
1300.0 	  4.922684024549e-05    0.000000000000e+00
