660.0 	  4.955144101126e-02    0.000000000000e+00
670.0 	  3.502624957537e-02    0.000000000000e+00
680.0 	  2.520161176102e-02    0.000000000000e+00
690.0 	  1.845231450267e-02    0.000000000000e+00
700.0 	  1.374779886227e-02    0.000000000000e+00
710.0 	  1.042386688539e-02    0.000000000000e+00
720.0 	  8.045731564207e-03    0.000000000000e+00
730.0 	  6.324550447535e-03    0.000000000000e+00
740.0 	  5.065757538749e-03    0.000000000000e+00
750.0 	  4.136583371725e-03    0.000000000000e+00
760.0 	  3.445327966209e-03    0.000000000000e+00
770.0 	  2.927941406858e-03    0.000000000000e+00
780.0 	  2.539214844043e-03    0.000000000000e+00
790.0 	  2.246919365092e-03    0.000000000000e+00
800.0 	  2.027851298108e-03    0.000000000000e+00
810.0 	  1.865121324428e-03    0.000000000000e+00
820.0 	  1.746259683314e-03    0.000000000000e+00
830.0 	  1.661858671085e-03    0.000000000000e+00
840.0 	  1.604572184070e-03    0.000000000000e+00
850.0 	  1.568362591147e-03    0.000000000000e+00
860.0 	  1.547940557903e-03    0.000000000000e+00
870.0 	  1.538387815613e-03    0.000000000000e+00
880.0 	  1.534980581711e-03    0.000000000000e+00
890.0 	  1.533220539570e-03    0.000000000000e+00
900.0 	  1.529001479394e-03    0.000000000000e+00
910.0 	  1.518736620039e-03    0.000000000000e+00
920.0 	  1.499332875987e-03    0.000000000000e+00
930.0 	  1.468184051413e-03    0.000000000000e+00
940.0 	  1.423455519678e-03    0.000000000000e+00
950.0 	  1.364578149325e-03    0.000000000000e+00
975.0 	  1.165548064204e-03    0.000000000000e+00
1000.0 	  9.328135444358e-04    0.000000000000e+00
1025.0 	  7.155453953466e-04    0.000000000000e+00
1050.0 	  5.381444717027e-04    0.000000000000e+00
1075.0 	  4.031302519959e-04    0.000000000000e+00
1100.0 	  3.033083218825e-04    0.000000000000e+00
1125.0 	  2.297537233112e-04    0.000000000000e+00
1150.0 	  1.749948505265e-04    0.000000000000e+00
1175.0 	  1.336604284006e-04    0.000000000000e+00
1200.0 	  1.021388741151e-04    0.000000000000e+00
1250.0 	  5.952872559616e-05    0.000000000000e+00
1300.0 	  3.464723464639e-05    0.000000000000e+00
