0.3 	  4.827966220618e-03    0.000000000000e+00
0.4 	  3.868519647988e-03    0.000000000000e+00
0.5 	  3.324207063027e-03    0.000000000000e+00
0.6 	  2.955018732707e-03    0.000000000000e+00
0.7 	  2.683377764578e-03    0.000000000000e+00
0.8 	  2.473184201152e-03    0.000000000000e+00
0.9 	  2.304712908875e-03    0.000000000000e+00
1.0 	  2.166098162732e-03    0.000000000000e+00
1.1 	  2.049710007188e-03    0.000000000000e+00
1.2 	  1.950390928196e-03    0.000000000000e+00
1.3 	  1.864515079950e-03    0.000000000000e+00
1.4 	  1.789450840561e-03    0.000000000000e+00
1.5 	  1.723236915087e-03    0.000000000000e+00
1.6 	  1.664378486769e-03    0.000000000000e+00
1.7 	  1.611714207626e-03    0.000000000000e+00
1.8 	  1.564326709430e-03    0.000000000000e+00
1.9 	  1.521480781414e-03    0.000000000000e+00
2.0 	  1.482579662952e-03    0.000000000000e+00
2.2 	  1.414736209778e-03    0.000000000000e+00
2.4 	  1.357782869364e-03    0.000000000000e+00
2.6 	  1.309584176170e-03    0.000000000000e+00
2.8 	  1.268585448257e-03    0.000000000000e+00
3.0 	  1.233630956005e-03    0.000000000000e+00
