650.0 	  5.539784277153e-02    0.000000000000e+00
660.0 	  4.091975310307e-02    0.000000000000e+00
670.0 	  3.109537970035e-02    0.000000000000e+00
680.0 	  2.432977177424e-02    0.000000000000e+00
690.0 	  1.961594779593e-02    0.000000000000e+00
700.0 	  1.630788830287e-02    0.000000000000e+00
710.0 	  1.398517832744e-02    0.000000000000e+00
720.0 	  1.237070403684e-02    0.000000000000e+00
730.0 	  1.127958141954e-02    0.000000000000e+00
740.0 	  1.058704523675e-02    0.000000000000e+00
750.0 	  1.020848583763e-02    0.000000000000e+00
760.0 	  1.008726616013e-02    0.000000000000e+00
770.0 	  1.018592203885e-02    0.000000000000e+00
780.0 	  1.047532937337e-02    0.000000000000e+00
790.0 	  1.091721856971e-02    0.000000000000e+00
800.0 	  1.144356483872e-02    0.000000000000e+00
810.0 	  1.194911949964e-02    0.000000000000e+00
820.0 	  1.230173914414e-02    0.000000000000e+00
830.0 	  1.236515909153e-02    0.000000000000e+00
840.0 	  1.205550149305e-02    0.000000000000e+00
850.0 	  1.139336488630e-02    0.000000000000e+00
860.0 	  1.047791840372e-02    0.000000000000e+00
870.0 	  9.425237092500e-03    0.000000000000e+00
880.0 	  8.332072974275e-03    0.000000000000e+00
890.0 	  7.267022552955e-03    0.000000000000e+00
900.0 	  6.273479771746e-03    0.000000000000e+00
910.0 	  5.375286015324e-03    0.000000000000e+00
920.0 	  4.582088300715e-03    0.000000000000e+00
930.0 	  3.893837900090e-03    0.000000000000e+00
940.0 	  3.304409436235e-03    0.000000000000e+00
950.0 	  2.804366424854e-03    0.000000000000e+00
975.0 	  1.874593640436e-03    0.000000000000e+00
1000.0 	  1.278345797309e-03    0.000000000000e+00
1025.0 	  8.954007077932e-04    0.000000000000e+00
1050.0 	  6.453561397035e-04    0.000000000000e+00
1075.0 	  4.769928176051e-04    0.000000000000e+00
1100.0 	  3.586809612287e-04    0.000000000000e+00
1125.0 	  2.719767956041e-04    0.000000000000e+00
1150.0 	  2.068733177472e-04    0.000000000000e+00
1175.0 	  1.578115843337e-04    0.000000000000e+00
1200.0 	  1.210600722472e-04    0.000000000000e+00
1250.0 	  7.317983249114e-05    0.000000000000e+00
1300.0 	  4.595069722143e-05    0.000000000000e+00
