0.3 	  8.718319878374e-03    0.000000000000e+00
0.4 	  7.403632157494e-03    0.000000000000e+00
0.5 	  6.611817080868e-03    0.000000000000e+00
0.6 	  6.061749285825e-03    0.000000000000e+00
0.7 	  5.649978550694e-03    0.000000000000e+00
0.8 	  5.326486657634e-03    0.000000000000e+00
0.9 	  5.063552825274e-03    0.000000000000e+00
1.0 	  4.844392021273e-03    0.000000000000e+00
1.1 	  4.658164719909e-03    0.000000000000e+00
1.2 	  4.497513909213e-03    0.000000000000e+00
1.3 	  4.357243325987e-03    0.000000000000e+00
1.4 	  4.233560888926e-03    0.000000000000e+00
1.5 	  4.123622647409e-03    0.000000000000e+00
1.6 	  4.025245885962e-03    0.000000000000e+00
1.7 	  3.936722021434e-03    0.000000000000e+00
1.8 	  3.856690742322e-03    0.000000000000e+00
1.9 	  3.784053024475e-03    0.000000000000e+00
2.0 	  3.717909564079e-03    0.000000000000e+00
2.2 	  3.602251459125e-03    0.000000000000e+00
2.4 	  3.505091126677e-03    0.000000000000e+00
2.6 	  3.423104352508e-03    0.000000000000e+00
2.8 	  3.353841714689e-03    0.000000000000e+00
3.0 	  3.295465166748e-03    0.000000000000e+00
