650.0 	  8.526483374156e-02    0.000000000000e+00
660.0 	  7.007208762456e-02    0.000000000000e+00
670.0 	  6.017633795019e-02    0.000000000000e+00
680.0 	  5.397047200289e-02    0.000000000000e+00
690.0 	  5.046460005613e-02    0.000000000000e+00
700.0 	  4.905451498628e-02    0.000000000000e+00
710.0 	  4.938456628582e-02    0.000000000000e+00
720.0 	  5.128211067253e-02    0.000000000000e+00
730.0 	  5.474982417756e-02    0.000000000000e+00
740.0 	  5.997025250906e-02    0.000000000000e+00
750.0 	  6.717675325574e-02    0.000000000000e+00
760.0 	  7.612808602077e-02    0.000000000000e+00
770.0 	  8.538966340257e-02    0.000000000000e+00
780.0 	  9.208835182178e-02    0.000000000000e+00
790.0 	  9.347078367001e-02    0.000000000000e+00
800.0 	  8.947422164910e-02    0.000000000000e+00
810.0 	  8.182929863679e-02    0.000000000000e+00
820.0 	  7.239359989817e-02    0.000000000000e+00
830.0 	  6.254467716617e-02    0.000000000000e+00
840.0 	  5.313253984992e-02    0.000000000000e+00
850.0 	  4.460435837301e-02    0.000000000000e+00
860.0 	  3.714288703665e-02    0.000000000000e+00
870.0 	  3.077179734622e-02    0.000000000000e+00
880.0 	  2.542611862188e-02    0.000000000000e+00
890.0 	  2.099722480392e-02    0.000000000000e+00
900.0 	  1.736083353583e-02    0.000000000000e+00
910.0 	  1.439362117170e-02    0.000000000000e+00
920.0 	  1.198215196270e-02    0.000000000000e+00
930.0 	  1.002678282415e-02    0.000000000000e+00
940.0 	  8.442520956411e-03    0.000000000000e+00
950.0 	  7.158234752763e-03    0.000000000000e+00
975.0 	  4.899633416278e-03    0.000000000000e+00
1000.0 	  3.514201310009e-03    0.000000000000e+00
1025.0 	  2.608215683689e-03    0.000000000000e+00
1050.0 	  1.961338514457e-03    0.000000000000e+00
1075.0 	  1.469765449915e-03    0.000000000000e+00
1100.0 	  1.094376529272e-03    0.000000000000e+00
1125.0 	  8.153862244817e-04    0.000000000000e+00
1150.0 	  6.132235011468e-04    0.000000000000e+00
1175.0 	  4.682677057240e-04    0.000000000000e+00
1200.0 	  3.639479769290e-04    0.000000000000e+00
1250.0 	  2.310945719848e-04    0.000000000000e+00
1300.0 	  1.535219896508e-04    0.000000000000e+00
