0.3 	  2.573979463484e-03    0.000000000000e+00
0.4 	  1.973888730753e-03    0.000000000000e+00
0.5 	  1.654866376245e-03    0.000000000000e+00
0.6 	  1.441003303989e-03    0.000000000000e+00
0.7 	  1.284190579075e-03    0.000000000000e+00
0.8 	  1.163051447970e-03    0.000000000000e+00
0.9 	  1.066090627466e-03    0.000000000000e+00
1.0 	  9.864304988503e-04    0.000000000000e+00
1.1 	  9.196534528277e-04    0.000000000000e+00
1.2 	  8.627709600142e-04    0.000000000000e+00
1.3 	  8.136786043709e-04    0.000000000000e+00
1.4 	  7.708461258262e-04    0.000000000000e+00
1.5 	  7.331309210362e-04    0.000000000000e+00
1.6 	  6.996606562784e-04    0.000000000000e+00
1.7 	  6.697565869195e-04    0.000000000000e+00
1.8 	  6.428818773970e-04    0.000000000000e+00
1.9 	  6.186058263818e-04    0.000000000000e+00
2.0 	  5.965785206453e-04    0.000000000000e+00
2.2 	  5.581693068792e-04    0.000000000000e+00
2.4 	  5.258841243426e-04    0.000000000000e+00
2.6 	  4.984666653878e-04    0.000000000000e+00
2.8 	  4.750004247261e-04    0.000000000000e+00
3.0 	  4.548019404776e-04    0.000000000000e+00
